role,date,location,link,source,keywords_matched
"Program Manager, Onboarding Mountain View, California; New York City, New York; San Francisco, California; Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/people-operations/program-manager-onboarding-8207912002,Databricks,
"Program Lead, AI Tooling India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/program-lead-ai-tooling-8196879002,Databricks,
Product Security Engineer United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/security/product-security-engineer-8026646002,Databricks,
"Product Operation Analyst Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/product-operation-analyst-8298108002,Databricks,
"Product Manager, New Grad (2026) - Berlin Berlin, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/university-recruiting/product-manager-new-grad-2026---berlin-8145800002,Databricks,
"Product Manager, New Grad (2026) - Amsterdam Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/university-recruiting/product-manager-new-grad-2026---amsterdam-8133727002,Databricks,
"Product Management Intern (2026) - Berlin Berlin, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/product-management-intern-2026---berlin-8145776002,Databricks,
"Product Management Intern (2026) - Amsterdam Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/product-management-intern-2026---amsterdam-8133715002,Databricks,
"Product Design Intern Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/product-design-intern-8143588002,Databricks,
"Principal Product Marketing Manager, Platform Marketing United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/marketing/principal-product-marketing-manager-platform-marketing-7455691002,Databricks,
"Principal Partner Marketing Manager, Microsoft United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/marketing/principal-partner-marketing-manager-microsoft-8243018002,Databricks,
"Principal Engineer - Privacy Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/principal-engineer---privacy-8224828002,Databricks,
"Presales Solutions Architect (DS/ML/AI) London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/presales-solutions-architect-ds-ml-ai-8216820002,Databricks,
"Pre-sales Solutions Manager (Data, AI, Cloud) London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/pre-sales-solutions-manager-data-ai-cloud-8140557002,Databricks,
"Pre-sales Solutions Architect (AI/ML/GenAI/LLM - Digital Native Business) London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/pre-sales-solutions-architect-ai-ml-genai-llm---digital-native-business-8154619002,Databricks,
"Pre-sales Senior Solutions Engineer (Data and AI) London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/pre-sales-senior-solutions-engineer-data-and-ai-8212200002,Databricks,
"Platform Monitoring Engineer Sao Paulo, Brazil",2025-12-10,Unspecified,https://www.databricks.com/company/careers/support/platform-monitoring-engineer--8094977002,Databricks,
"Platform Monitoring Engineer Heredia, Costa Rica",2025-12-10,Unspecified,https://www.databricks.com/company/careers/support/platform-monitoring-engineer-8094976002,Databricks,
"Platform Monitoring Engineer Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/support/platform-monitoring-engineer--8288733002,Databricks,
"Physical Security Engineer Mountain View, California; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/administration/physical-security-engineer-7993207002,Databricks,
"PhD GenAI Research Scientist Intern San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/university-recruiting/phd-genai-research-scientist-intern-7011263002,Databricks,
"Payroll Analyst London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/payroll-analyst-8225256002,Databricks,
"Payroll Analyst LATAM (Brazil, Costa Rica, Mexico) Costa Rica",2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/payroll-analyst-latam-brazil-costa-rica-mexico-8095222002,Databricks,
"Payroll Analyst Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/payroll-analyst-8243026002,Databricks,
"Partner Solutions Engineer (Big Data) Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/-field-engineering---indirect/partner-solutions-engineer-big-data-7116754002,Databricks,
"Partner Solutions Architect London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/-field-engineering---indirect/partner-solutions-architect-8304672002,Databricks,
Partner Development Representative - SAP Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/partner-development-representative---sap-8322772002,Databricks,
Open Jobs,2025-12-10,Unspecified,https://www.databricks.com/company/careers/open-positions,Databricks,
"New Business Enterprise Account Executive (Public Sector - Local Government and Non Profit) London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/new-business-enterprise-account-executive-public-sector---local-government-and-non-profit--8228547002,Databricks,
"Named Hunter Account Executive (Digital Natives/Mid Cap) Paris, France",2025-12-10,Unspecified,https://www.databricks.com/company/careers/commercial--mid-market-sales/named-hunter-account-executive-digital-natives-mid-cap-7945074002,Databricks,
"Named Enterprise Account Executive, Sweden Stockholm, Sweden",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/named-enterprise-account-executive-sweden-8109658002,Databricks,
"Named Enterprise Account Executive, Middle East London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/named-enterprise-account-executive-middle-east-8140657002,Databricks,
"Named Enterprise Account Executive, Financial Services Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/named-enterprise-account-executive-financial-services-8211264002,Databricks,
"Named Enterprise Account Executive - Public Sector, UAE (UK or Paris based) United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/named-enterprise-account-executive---public-sector-uae-uk-or-paris-based-8228542002,Databricks,
"Named Enterprise Account Executive - Public Sector, UAE (Paris or UK based) Paris, France",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/named-enterprise-account-executive---public-sector-uae-paris-or-uk-based-8249197002,Databricks,
"Named Enterprise Account Executive (Manufacturing, Energy and Industrial) Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/named-enterprise-account-executive-manufacturing-energy-and-industrial-8211258002,Databricks,
"Named Core Enterprise Account Executive - Retail / CPG Paris, France",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/named-core-enterprise-account-executive---retail---cpg-8195057002,Databricks,
"Named Core Account Executive, Oil & Gas Remote - Texas",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/named-core-account-executive-oil--gas-8287983002,Databricks,
"Named Core Account Executive, Manufacturing & High-Tech San Francisco, California; Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/named-core-account-executive-manufacturing--high-tech-7987553002,Databricks,
Named Core Account Executive Remote - Texas,2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/named-core-account-executive-8323709002,Databricks,
"Named Core Account Executive - Manufacturing & Automotive Bavaria, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/named-core-account-executive---manufacturing--automotive-8210767002,Databricks,
"Named Account Executive, Retail & Consumer Goods Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/named-account-executive-retail--consumer-goods-8210419002,Databricks,
"Named Account Executive, Norway Stockholm, Sweden",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/named-account-executive-norway-8210933002,Databricks,
"Named Account Executive, Life Sciences Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/named-account-executive-life-sciences-8211268002,Databricks,
"Named Account Executive, Energy Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/named-account-executive-energy-8238667002,Databricks,
"Named Account Executive, Denmark Denmark",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/named-account-executive-denmark-8210935002,Databricks,
"Manager, Startup Sales Chicago, Illinois; New York City, New York; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/manager-startup-sales-7625842002,Databricks,
"Manager, Sales Development Costa Rica",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/manager-sales-development-8015627002,Databricks,
"Manager, Sales Development Chicago, Illinois",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/manager-sales-development-7971633002,Databricks,
"Manager, Sales Development (Benelux, Nordics) Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/manager-sales-development-benelux-nordics-8310116002,Databricks,
"Manager, Field Engineering United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/manager-field-engineering-8291077002,Databricks,
"Manager, Field Engineering Sydney, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/manager-field-engineering-8277580002,Databricks,
"Manager, Field Engineering Mumbai, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/manager-field-engineering-8074594002,Databricks,
"Manager, Field Engineering Melbourne, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/manager-field-engineering-8316258002,Databricks,
"Manager, Field Engineering Canada",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/manager-field-engineering-8293467002,Databricks,
"Manager, Field Engineering California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/manager-field-engineering-8288039002,Databricks,
"Manager, Field Engineering Brisbane, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/manager-field-engineering-8224173002,Databricks,
"Manager, Engineering - AI/BI Vancouver, Canada",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/manager-engineering---ai-bi-8176503002,Databricks,
"Manager of Professional Services (Project Managers) Munich, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/manager-of-professional-services-project-managers-8317651002,Databricks,
"Legal Counsel (Latin America) Sao Paulo, Brazil",2025-12-10,Unspecified,https://www.databricks.com/company/careers/legal/legal-counsel-latin-america-8240507002,Databricks,
Legal Counsel (Latin America) Costa Rica,2025-12-10,Unspecified,https://www.databricks.com/company/careers/legal/legal-counsel-latin-america-8095214002,Databricks,
Leader of Technical Excellence and Enablement - Field Engineering United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/exec-field-engineering-enablement/leader-of-technical-excellence-and-enablement---field-engineering-8045586002,Databricks,
Lead Specialist Solutions Architect - Built on Partners United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/lead-specialist-solutions-architect---built-on-partners--8183117002,Databricks,
"Lead Specialist Solutions Architect - Built on Partners London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/lead-specialist-solutions-architect---built-on-partners--8183119002,Databricks,
"Lead Solutions Architect Stockholm, Sweden",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/lead-solutions-architect-8025494002,Databricks,
"Lead Solutions Architect - NLD Central Government Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/lead-solutions-architect---nld-central-government-7849147002,Databricks,
"Lead Solutions Architect - Manufacturing / Supply Chain Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/lead-solutions-architect---manufacturing---supply-chain-7935931002,Databricks,
"Lead Solutions Architect (CTO level-FSI, DS/DE background) London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/lead-solutions-architect--cto-level-fsi-ds-de-background-7642125002,Databricks,
"Lead Solutions Architect (CTO level-CPG/Retail, DS/DE background) London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/lead-solutions-architect--cto-level-cpg-retail-ds-de-background-7803166002,Databricks,
"Lead Solutions Architect (CTO level, DS/DE background, Energy, Utilities, Manufacturing) London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/lead-solutions-architect--cto-level-ds-de-background-energy-utilities-manufacturing-7836035002,Databricks,
"Lead Scale Solution Engineer Belgrade, Serbia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/customer-success-operations-/lead-scale-solution-engineer--8024710002,Databricks,
Lead Adoption Architect United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/-field-engineering---indirect/lead-adoption-architect-8073329002,Databricks,
Interviewing With Us,2025-12-10,Unspecified,https://www.databricks.com/company/careers/interview-prep,Databricks,
Internships & Early Careers,2025-12-10,Unspecified,https://www.databricks.com/company/careers/university-recruiting,Databricks,
IT Support Specialist III Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/infrastructure/it-support-specialist-iii-8172641002,Databricks,
Hunter Account Executive - Philippines (Singapore Based) Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/hunter-account-executive---philippines-singapore-based-7856268002,Databricks,
Hunter Account Executive - Indonesia (Singapore Based) Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/hunter-account-executive---indonesia-singapore-based-7852619002,Databricks,
Hunter Account Executive - China (Singapore Based) China; Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/commercial--mid-market-sales/hunter-account-executive---china-singapore-based-7852621002,Databricks,
Head of Product Ecosystem Operations United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/head-of-product-ecosystem-operations--8070836002,Databricks,
"Greenfield Account Executive, Nordics London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/commercial--mid-market-sales/greenfield-account-executive-nordics-8289774002,Databricks,
"Greenfield Account Executive, Nordics Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/commercial--mid-market-sales/greenfield-account-executive-nordics-8115438002,Databricks,
"Greenfield Account Executive Munich, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/commercial--mid-market-sales/greenfield-account-executive-7270648002,Databricks,
"Go-to-Market Enablement Manager Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---enablement/go-to-market-enablement-manager-8101935002,Databricks,
"Go-to-Market Enablement Manager (Sales Enablement) Tokyo, Japan",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---enablement/go-to-market-enablement-manager-sales-enablement-7839710002,Databricks,
Go to Market,2025-12-10,Unspecified,https://www.databricks.com/company/careers/go-to-market,Databricks,
Global RFx Project Coordinator Costa Rica,2025-12-10,Unspecified,https://www.databricks.com/company/careers/legal/global-rfx-project-coordinator-8199399002,Databricks,
"Global Payroll Compliance & Audit Manager Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/global-payroll-compliance--audit-manager-8243024002,Databricks,
"Global Head of Technical Scale and Strategy (Field Engineering) San Francisco, California; United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/exec-field-engineering---indirect/-global-head-of-technical-scale-and-strategy-field-engineering-8223325002,Databricks,
"Geo Hunter Account Executive, Gaming Los Angeles, California; San Francisco, California; Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/geo-hunter-account-executive-gaming-8239847002,Databricks,
"GenAI Sales Lead, EMEA London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/hq-management/genai-sales-lead-emea-8284672002,Databricks,
"GenAI Research Scientist San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/genai-research-scientist-7011271002,Databricks,
"GTM Talent Sourcer (12-month contract) Sydney, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/recruiting/gtm-talent-sourcer-12-month-contract-8200547002,Databricks,
"GTM Recruiter Sydney, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/recruiting/gtm-recruiter-8200548002,Databricks,
Forward Deployed Engineer (FDE) United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/forward-deployed-engineer-fde-8216469002,Databricks,
"Forward Deployed Engineer (FDE) London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/forward-deployed-engineer-fde-8251122002,Databricks,
"Finance Manager Mountain View, California; New York City, New York; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/finance-manager-8182383002,Databricks,
"Finance Manager - Cloud Costs Bellevue, Washington; Mountain View, California; San Francisco, California; Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/finance-manager---cloud-costs-8182390002,Databricks,
"Finance Manager - AI Products Mountain View, California; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/finance-manager---ai-products-8182387002,Databricks,
"Finance Data & Systems Manager San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/finance-data--systems-manager-8168394002,Databricks,
"Field Engineering, Data Warehousing Product Specialist Singapore",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/field-engineering-data-warehousing-product-specialist-8151567002,Databricks,
"Field Engineering, Data Application Product Specialist Singapore",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/field-engineering-data-application-product-specialist-8248149002,Databricks,
"Field Engineering, Data Application Product Specialist Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/field-engineering-data-application-product-specialist-8151565002,Databricks,
Field Enablement Manager United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---enablement/field-enablement-manager-8185053002,Databricks,
Field Enablement Manager United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---enablement/field-enablement-manager-8243034002,Databricks,
"Facility Security Officer Washington, D.C.",2025-12-10,Unspecified,https://www.databricks.com/company/careers/administration/facility-security-officer-8203981002,Databricks,
"Executive IT Support Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/infrastructure/executive-it-support-8192404002,Databricks,
"Executive Assistant New York City, New York",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/executive-assistant-8222817002,Databricks,
"Executive Assistant Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/executive-assistant-8222877002,Databricks,
"Evergreen - Staff Backend Software Engineer- Enterprise Apps (L6) Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/evergreen---staff-backend-software-engineer---enterprise-apps--l6-8220958002,Databricks,
"Enterprise Sales, LATAM (Spanish-speaking) Florida",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-sales-latam-spanish-speaking-7675324002,Databricks,
"Enterprise Hunter Account Executive, Sports United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-hunter-account-executive-sports-8249741002,Databricks,
"Enterprise Account Executive, Public Sector Ottawa, Canada",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-account-executive-public-sector-7837870002,Databricks,
"Enterprise Account Executive, Life Sciences Remote - Illinois; Remote - Massachusetts; Remote - New York",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-account-executive-life-sciences-8200961002,Databricks,
"Enterprise Account Executive, Healthcare Remote - California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-account-executive-healthcare-8067233002,Databricks,
"Enterprise Account Executive, CME Telco Remote - Texas",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-account-executive-cme-telco-8210188002,Databricks,
"Enterprise Account Executive Seoul, South Korea",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-account-executive-8194918002,Databricks,
"Enterprise Account Executive Montréal, Canada",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-account-executive--8162327002,Databricks,
"Enterprise Account Executive Herzliya, Israel",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-account-executive-8238665002,Databricks,
"Enterprise Account Executive - Transport and Manufacturing London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-account-executive---transport-and-manufacturing--7974874002,Databricks,
Enterprise Account Executive - Retail/CPG/Travel and Hospitality Remote - Texas,2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-account-executive---retail-cpg-travel-and-hospitality-7698278002,Databricks,
"Enterprise Account Executive - Public Sector (Local Government and Education) London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-account-executive---public-sector-local-government-and-education--8206140002,Databricks,
Enterprise Account Executive - Kansai Region (Osaka) Japan,2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-account-executive---kansai-region-osaka-8294402002,Databricks,
Enterprise Account Executive - GSI Northeast - United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-account-executive---gsi--8193157002,Databricks,
"Enterprise Account Executive - Financial Services Toronto, Canada",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-account-executive---financial-services-8226371002,Databricks,
"Enterprise Account Executive (Core Accounts - Poland) Munich, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-account-executive-core-accounts---poland-7859719002,Databricks,
"Enterprise Account Executive (Core Accounts - Poland) London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/enterprise-account-executive-core-accounts---poland-7859706002,Databricks,
"Engineering Manager, Data Lineage — Unity Catalog Experience Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/engineering-manager-data-lineage--unity-catalog-experience-8015139002,Databricks,
"Engineering Manager - UI Platform Bellevue, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/engineering-manager---ui-platform-8013809002,Databricks,
"Engineering Manager - Streaming Bellevue, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/engineering-manager---streaming-8324875002,Databricks,
"Engineering Manager - Notebook Dataplane San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/engineering-manager---notebook-dataplane-8190108002,Databricks,
"Engineering Manager - Money Bellevue, Washington; Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/engineering-manager---money-7529558002,Databricks,
"Engineering Manager - Identity and Access Management (IAM) Bellevue, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/engineering-manager---identity-and-access-management-iam-8298018002,Databricks,
"Engineering Manager - Backend Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/engineering-manager---backend-7439442002,Databricks,
"Engineering Manager - Backend Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/engineering-manager---backend-5313313002,Databricks,
Engineering,2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering-at-databricks,Databricks,
"Engagement Manager Melbourne, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/engagement-manager-8277585002,Databricks,
"Emerging Enterprise Hunter Account Executive London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/emerging-enterprise-hunter-account-executive-8207121002,Databricks,
Emerging Enterprise Account Executive United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/commercial--mid-market-sales/emerging-enterprise-account-executive-7716357002,Databricks,
"Emerging Digital Native Hunter Account Executive Paris, France",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/emerging-digital-native-hunter-account-executive-8211260002,Databricks,
"Director, Strategic Partnerships Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/exec-product/director-strategic-partnerships-8194495002,Databricks,
"Director, Strategic Enterprise Digital Native San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/director-strategic-enterprise-digital-native-8284316002,Databricks,
"Director, Professional Services New York City, New York",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/director-professional-services-7982265002,Databricks,
"Director, Professional Services - Engagement Managers London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/director-professional-services---engagement-managers-8314305002,Databricks,
"Director, Product Monetization Bellevue, Washington; Mountain View, California; New York City, New York; San Francisco, California; Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/business-strategy-and-ops/director-product-monetization--8085181002,Databricks,
"Director, IT Internal Audit Bellevue, Washington; Mountain View, California; San Francisco, California; Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/director-it-internal-audit-8202664002,Databricks,
"Director, GTM Commercialization Finance Mountain View, California; San Francisco, California; Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/director-gtm-commercialization-finance-8182381002,Databricks,
"Director, Field Engineering Paris, France",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/director-field-engineering-7876192002,Databricks,
"Director, Enterprise Sales, New Business Paris, France",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/director-enterprise-sales-new-business-8073868002,Databricks,
"Director, Enterprise Sales, Federal System Integrators & Defense Industrial Base (FSI/DIB) Remote - Washington D.C.",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/director-enterprise-sales-federal-system-integrators--defense-industrial-base-fsi-dib--8285643002,Databricks,
"Director, Enterprise Sales, DOD Remote - Washington D.C.",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/director-enterprise-sales-dod-8330239002,Databricks,
"Director, Enterprise Sales - Iberia Madrid",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/director-enterprise-sales---iberia-8294457002,Databricks,
"Director, Enterprise - Retail & CPG Munich, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/director-enterprise---retail--cpg-8285493002,Databricks,
"Director, Enterprise - Financial Services Northeast - United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/director-enterprise---financial-services--8174651002,Databricks,
"Director, Engineering Governance- Mountain View, CA Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/director-engineering-governance--mountain-view-ca-8295622002,Databricks,
"Director, Engineering Governance- Bellevue, WA Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/director-engineering-governance--bellevue-wa-8295772002,Databricks,
"Director, Engineering - Databricks Mosaic AI New York",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/director-engineering---databricks-mosaic-ai-8214272002,Databricks,
"Director, Emerging Enterprise Sales United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/commercial--mid-market-sales/director-emerging-enterprise-sales-8304009002,Databricks,
"Director, Cloud Cost and Capacity Programs San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/director-cloud-cost-and-capacity-programs-8229046002,Databricks,
"Director, Cloud Cost and Capacity Programs Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/director-cloud-cost-and-capacity-programs-8229048002,Databricks,
"Director, Business Operations New York",2025-12-10,Unspecified,https://www.databricks.com/company/careers/deal-desk/director-business-operations-8154104002,Databricks,
